Employee_ID,Risk_Score,Should_Target,Primary_Concern,Outreach_Category,Issue_Count,Issues,Avg_Vibe_Score,Recent_Vibe_Trend,Low_Mood_Flag,Negative_Trend_Flag,Avg_Work_Hours,Max_Work_Hours,Overworked_Flag,Total_Leave_Days,Insufficient_Leave_Flag,Performance_Rating,Has_Improvement_Feedback,Performance_Concern_Flag,Reward_Points,Award_Count,Recognition_Concern_Flag,P_value,B_value,E_value,W_value,V_value,CRS,CRR,P_bin,B_bin,E_bin,W_bin,V_bin,Concern,Sent
EMP0257,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,,,False,,False,4.0,True,True,903.0,3.0,False,0.8382585751978892,,,,0.4,0.28765171503957787,0.5753034300791557,High,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0319,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,7.583333333333333,8.28,False,29.0,False,1.0,False,True,,,False,0.15,0.04516129032258068,,0.7583333333333333,0.4,0.2371236559139785,0.3411851164229906,Low,Low,,Moderate,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals,Yes
EMP0320,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.25,0.4166666666666665,True,False,,,False,,False,2.0,False,True,16.0,1.0,False,0.304221635883905,,,,0.45,0.19584432717678102,0.39168865435356204,Moderate,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0461,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,4.16,4.16,False,21.0,False,2.0,False,True,435.0,2.0,False,0.41477572559366754,0.22580645161290325,,0.41600000000000004,0.4,0.3010067580219593,0.38839581680252816,Moderate,Low,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0452,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,,,False,22.0,False,1.0,False,True,394.0,1.0,False,0.25395778364116095,0.20322580645161287,,,0.2,0.1615980083411354,0.23940445680168207,Moderate,Low,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0013,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,4.0,4.0,False,,False,1.0,True,True,,,False,0.15,,,0.4,0.4,0.19,0.36538461538461536,Low,,,Low,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals,Yes
EMP0056,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,5.06,5.06,False,17.0,False,4.0,True,True,249.0,1.0,False,0.6656992084432718,0.31612903225806455,,0.506,0.2,0.3227720997531705,0.41648012871376844,High,Low,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0383,5,True,Overworked: High average working hours,workload,3,Overworked: High average working hours; Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,9.71,9.71,True,2.0,True,4.0,True,True,882.0,3.0,False,0.8327176781002639,0.6548387096774193,,0.9710000000000001,,0.4273532130394076,0.8996909748198055,High,High,,High,,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0184,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,6.137499999999999,8.5,False,7.0,False,1.0,False,True,392.0,1.0,False,0.25343007915567284,0.5419354838709677,,0.6137499999999999,0.4,0.3675448867988765,0.47425146683726005,Moderate,Moderate,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0377,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,6.6,6.9,False,14.0,False,3.0,True,True,140.0,1.0,False,0.48693931398416884,0.3838709677419354,,0.6599999999999999,0.4,0.3793556047323176,0.48949110288040987,Moderate,Moderate,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0179,5,True,Overworked: High average working hours,workload,3,Overworked: High average working hours; Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,3.6666666666666665,0.0,False,False,9.98,9.98,True,4.0,True,1.0,True,True,501.0,2.0,False,0.2821899736147757,0.6096774193548387,,0.998,0.7333333333333333,0.5286573495616648,0.6821385155634385,Moderate,High,,High,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0047,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,,,False,18.0,False,2.0,False,True,,,False,0.3,0.29354838709677417,,,0.2,0.19338709677419352,0.3250203307129303,Moderate,Low,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0043,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.5,0.0,True,False,6.765000000000001,9.24,False,,False,2.0,False,True,144.0,1.0,False,0.3379947229551451,,,0.6765000000000001,0.5,0.285248944591029,0.47541490765171496,Moderate,,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0188,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.833333333333333,0.5,True,False,,,False,13.0,False,2.0,True,True,,,False,0.3,0.40645161290322573,,,0.5666666666666667,0.3316129032258064,0.5573326104635402,Moderate,Moderate,,,Moderate,,No
EMP0360,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,,,False,8.0,False,1.0,False,True,351.0,1.0,False,0.2426121372031662,0.5193548387096774,,,0.2,0.23836113711805257,0.35312761054526304,Moderate,Moderate,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0387,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Overworked: High average working hours,1.0,0.0,True,False,9.25,9.25,True,6.0,False,,,False,695.0,3.0,False,0.18337730870712401,0.564516129032258,,0.925,0.2,0.3303044939994893,0.5042816702282279,Moderate,Moderate,,High,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0156,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,,,False,,False,1.0,True,True,1166.0,4.0,False,0.4576517150395779,,,,0.2,0.15153034300791557,0.30306068601583114,Moderate,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0059,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,,,False,,False,2.0,True,True,84.0,1.0,False,0.3221635883905013,,,,0.4,0.18443271767810027,0.36886543535620053,Moderate,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0066,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,8.37,8.37,False,18.0,False,4.0,True,True,208.0,1.0,False,0.6548812664907652,0.29354838709677417,,0.837,0.2,0.34806335007234657,0.44911400009335045,High,Low,,High,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0393,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.6666666666666665,0.0,True,False,,,False,13.0,False,1.0,False,True,,,False,0.15,0.40645161290322573,,,0.5333333333333333,0.29161290322580646,0.49010571970723776,Low,Moderate,,,Moderate,Maintaining productivity and ensuring employees meet goals,Yes
EMP0391,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.5,0.0,True,False,,,False,,False,2.0,False,True,489.0,2.0,False,0.42902374670184695,,,,0.5,0.23580474934036938,0.47160949868073876,Moderate,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0351,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.5,0.0,True,False,,,False,,False,1.0,False,True,74.0,1.0,False,0.1695250659630607,,,,0.5,0.18390501319261213,0.36781002638522425,Moderate,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0272,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.333333333333333,0.0,True,False,8.525,9.91,False,21.0,False,1.0,True,True,884.0,3.0,False,0.383245382585752,0.22580645161290325,,0.8525,0.4666666666666666,0.3583506894203762,0.4623879863488725,Moderate,Low,,High,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0136,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,4.98,4.98,False,6.0,False,3.0,True,True,359.0,1.0,False,0.5447229551451187,0.564516129032258,,0.49800000000000005,0.2,0.3598736232870883,0.4643530623059204,High,Moderate,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0479,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.5,0.0,True,False,5.04,5.04,False,10.0,False,1.0,True,True,317.0,1.0,False,0.2336411609498681,0.47419354838709676,,0.504,0.5,0.3656766192867478,0.4718407990796746,Moderate,Moderate,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0019,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.6666666666666665,0.0,True,False,7.25,7.25,False,,False,2.0,False,True,184.0,1.0,False,0.34854881266490767,,,0.725,0.5333333333333333,0.30220976253298154,0.5036829375549692,Moderate,,,Moderate,Moderate,,No
EMP0472,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,8.5,9.68,False,11.0,False,1.0,False,True,,,False,0.15,0.4516129032258064,,0.85,0.4,0.3479032258064516,0.500580181016477,Low,Moderate,,High,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals; Preventing burnout to maintain long-term productivity and well-being,Yes
EMP0466,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,6.050000000000001,7.74,False,,False,1.0,False,True,,,False,0.15,,,0.6050000000000001,0.4,0.21050000000000002,0.4048076923076923,Low,,,Moderate,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals,Yes
EMP0018,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,,,False,,False,1.0,False,True,502.0,2.0,False,0.28245382585751977,,,,0.2,0.11649076517150395,0.2329815303430079,Moderate,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0122,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,6.09,9.03,False,,False,1.0,False,True,149.0,1.0,False,0.18931398416886544,,,0.609,0.2,0.1587627968337731,0.2646046613896218,Moderate,,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0157,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,,,False,9.0,False,2.0,False,True,773.0,2.0,False,0.503957783641161,0.4967741935483871,,,0.2,0.284985105115329,0.4222001557264133,Moderate,Moderate,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0112,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,8.276666666666667,9.5,False,,False,1.0,False,True,381.0,2.0,False,0.2505277044854881,,,0.8276666666666668,0.2,0.1928722075637643,0.32145367927294044,Moderate,,,High,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0071,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.5,0.0,True,False,6.115,7.46,False,11.0,False,2.0,False,True,42.0,1.0,False,0.31108179419525067,0.4516129032258064,,0.6115,0.5,0.38626958464550176,0.4984123672845185,Moderate,Moderate,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0143,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,,,False,8.0,False,4.0,True,True,,,False,0.6,0.5193548387096774,,,0.2,0.30983870967741933,0.5207373271889401,High,Moderate,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0403,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,7.63,7.63,False,27.0,False,2.0,True,True,215.0,2.0,False,0.3567282321899736,0.09032258064516129,,0.763,0.4,0.29022629159928504,0.3744855375474646,Moderate,Low,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0115,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,1.0,0.0,True,False,7.72,7.72,False,24.0,False,4.0,True,True,483.0,1.0,False,0.7274406332453826,0.15806451612903227,,0.772,0.2,0.3222042556813346,0.41574742668559306,High,Low,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0094,5,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Performance concerns: Low rating or improvement needed,2.0,0.0,True,False,7.306666666666666,8.58,False,,False,1.0,False,True,593.0,2.0,False,0.3064643799472295,,,0.7306666666666666,0.4,0.25435954265611255,0.42393257109352084,Moderate,,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0012,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,6.0,0.0,False,False,9.24,9.24,True,10.0,False,1.0,True,True,251.0,1.0,False,0.2162269129287599,0.47419354838709676,,0.924,1.0,0.5541937696825261,0.7150887350742273,Moderate,Moderate,,High,Moderate,,No
EMP0323,4,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Needs break: Low leave utilization,1.0,0.0,True,False,8.26,8.26,False,4.0,True,,,False,74.0,1.0,False,0.019525065963060688,0.6096774193548387,,0.826,0.2,0.29892436803132183,0.4563730809638501,Low,High,,Moderate,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals; Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0190,4,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Needs break: Low leave utilization,2.333333333333333,0.0,True,False,8.315000000000001,9.14,False,1.0,True,3.0,False,False,,,False,0.44999999999999996,0.6774193548387096,,0.8315000000000001,0.4666666666666666,0.4825048387096774,0.6942515664887444,Moderate,High,,High,Low,Retaining talent and addressing dissatisfaction early; Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0458,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,3.0,0.0,False,False,9.445,9.81,True,14.0,False,1.0,False,True,521.0,2.0,False,0.287467018469657,0.3838709677419354,,0.9445,0.6,0.42791114562941523,0.5521434137153746,Moderate,Moderate,,High,Moderate,,No
EMP0334,4,True,Declining mood: Recent vibe scores are lower than average,emotional_wellbeing,2,Declining mood: Recent vibe scores are lower than average; Performance concerns: Low rating or improvement needed,4.75,-0.083333333333333,False,True,8.275,8.99,False,,False,2.0,False,True,467.0,2.0,False,0.42321899736147756,,,0.8275,0.95,0.4523937994722955,0.7539896657871591,Moderate,,,High,Moderate,,No
EMP0223,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,,,False,False,9.62,9.62,True,11.0,False,2.0,False,True,433.0,2.0,False,0.41424802110817943,0.4516129032258064,,0.962,,0.2919528300280875,0.6146375369012368,Moderate,Moderate,,High,,,No
EMP0294,4,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Needs break: Low leave utilization,2.0,0.0,True,False,,,False,1.0,True,,,False,1088.0,3.0,False,0.2870712401055409,0.6774193548387096,,,0.4,0.3467690867307856,0.6248091652806949,Moderate,High,,,Low,Retaining talent and addressing dissatisfaction early; Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0267,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,,,False,False,9.31,9.31,True,15.0,False,3.0,True,True,123.0,2.0,False,0.4824538258575197,0.36129032258064514,,0.931,,0.27991334581666527,0.5892912543508743,Moderate,Moderate,,High,,,No
EMP0389,4,True,Declining mood: Recent vibe scores are lower than average,emotional_wellbeing,2,Declining mood: Recent vibe scores are lower than average; Performance concerns: Low rating or improvement needed,3.0,-0.3333333333333335,False,True,,,False,16.0,False,3.0,True,True,568.0,2.0,False,0.599868073878628,0.3387096774193548,,,0.6,0.3846510341305643,0.5698533838971322,High,Low,,,Moderate,,No
EMP0401,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,,,False,False,9.24,9.24,True,7.0,False,3.0,True,True,,,False,0.44999999999999996,0.5419354838709677,,0.924,,0.31788387096774195,0.8047692935892201,Moderate,Moderate,,High,,,No
EMP0446,4,True,Declining mood: Recent vibe scores are lower than average,emotional_wellbeing,2,Declining mood: Recent vibe scores are lower than average; Performance concerns: Low rating or improvement needed,4.0,-0.6666666666666665,False,True,,,False,,False,1.0,False,True,,,False,0.15,,,,0.8,0.27,0.6428571428571429,Low,,,,Moderate,Maintaining productivity and ensuring employees meet goals,Yes
EMP0014,4,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Needs break: Low leave utilization,2.0,0.0,True,False,6.66,9.59,False,4.0,True,,,False,,,False,,0.6096774193548387,,0.666,0.4,0.33901935483870965,0.5895988779803647,,High,,Moderate,Low,Retaining talent and addressing dissatisfaction early; Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0440,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,4.0,0.0,False,False,9.03,9.03,True,13.0,False,4.0,True,True,33.0,1.0,False,0.608707124010554,0.40645161290322573,,0.9029999999999999,0.8,0.5536543280279173,0.7143926813263449,High,Moderate,,High,Moderate,,No
EMP0438,4,True,Declining mood: Recent vibe scores are lower than average,emotional_wellbeing,2,Declining mood: Recent vibe scores are lower than average; Performance concerns: Low rating or improvement needed,3.0,-0.6666666666666665,False,True,8.45,8.45,False,22.0,False,1.0,False,True,,,False,0.15,0.20322580645161287,,0.845,0.6,0.3453064516129032,0.49684381527036425,Low,Low,,High,Moderate,Maintaining productivity and ensuring employees meet goals; Preventing burnout to maintain long-term productivity and well-being,Yes
EMP0437,4,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Needs break: Low leave utilization,2.0,0.0,True,False,,,False,4.0,True,,,False,39.0,1.0,False,0.01029023746701847,0.6096774193548387,,,0.4,0.2744774023321134,0.49455387807588,Low,High,,,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals; Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0077,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,,,False,False,9.47,9.94,True,,False,2.0,False,True,183.0,1.0,False,0.34828496042216356,,,0.9470000000000001,,0.16435699208443272,0.5478566402814423,Moderate,,,High,,,No
EMP0022,4,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,9.92,9.92,True,12.0,False,4.0,True,True,29.0,1.0,False,0.6076517150395778,0.4290322580645161,,0.992,1.0,0.6279884075240446,0.8103076226116706,High,Moderate,,High,Moderate,,No
EMP0488,4,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,2,Low mood: Average vibe score is below neutral; Needs break: Low leave utilization,1.0,0.0,True,False,,,False,4.0,True,,,False,798.0,5.0,False,0.21055408970976255,0.6096774193548387,,,0.2,0.25453017278066215,0.458612923929121,Moderate,High,,,Low,Retaining talent and addressing dissatisfaction early; Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0002,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,6.25,7.05,False,18.0,False,3.0,False,False,409.0,1.0,False,0.5579155672823218,0.29354838709677417,,0.625,0.2,0.3074702102306579,0.3967357551363328,High,Low,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0003,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,4.09,4.09,False,,False,4.0,False,False,708.0,2.0,False,0.7868073878627968,,,0.409,0.4,0.31826147757255935,0.5304357959542655,High,,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0497,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,,,False,,False,,,False,,,False,,,,,0.4,0.12,0.4,,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0473,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,7.65,7.65,False,17.0,False,3.0,False,False,,,False,0.44999999999999996,0.31612903225806455,,0.765,0.2,0.3055322580645161,0.4396147598050591,Moderate,Low,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
